source,shared_from,date,text,reactions,likes,ahah,love,wow,sigh,grrr,comments,post_id,url
M-TP,,2020-03-03 12:00:00,"Hãy khui theo Tùng nào Skyyyy ơi!!! Ai khui thì giơ tay 🖐 👉 Đếm ngược tới 0 giờ, 06/03 để khui cùng nhau nha! Hẹn giờ ngay kẻo lỡ 🤘 💬 Có ai đoán được Tùng khui gì không nào?!?! #SonTungMTP #Khui #KhuiGiVuiThe",M-TP và 105K người khác,68K,"3,3K",33K,333,89,15,11.781 bình luậ,3345948562085490,/story.php?story_fbid=3345948562085490&id=309972372349806
M-TP,,2020-03-01 11:39:48,📷📷📷 🥂🥂🥂 💋💋💋,M-TP và 454K người khác,330K,"5,2K",117K,1K,341,77,27.440 bình luậ,3341220019225011,/story.php?story_fbid=3341220019225011&id=309972372349806
M-TP,,2020-02-27 20:00:26,❤️❤️❤️ 🌻🌻🌻 Ở nhà cuồng chân nên lên kế hoạch cho một mùa hè ngao du khắp Việt Nam mình..!!! Chỉ chờ ngày nắng đẹp xua tan màn đêm..!!! I am readyyy!!! And youuuuu...??? Let’s hunt for experiences...!!!! #BitisHunter #NonstopHuntingforExperiences #SonTungMTP #DivaTraiNghiem,M-TP và 110K người khác,72K,"2,1K",34K,163,56,9,9.666 bình luậ,3334513866562293,/story.php?story_fbid=3334513866562293&id=309972372349806
M-TP,,2020-02-26 16:44:17,🌓🌓🌓,M-TP và 525K người khác,385K,"9,7K",126K,"2,6K",1K,137,32.755 bình luậ,3331847006828979,/story.php?story_fbid=3331847006828979&id=309972372349806
M-TP,,2020-02-18 12:17:41,🐡🐡🐡 💋💋💋,M-TP và 399K người khác,275K,6K,115K,"1,2K",358,65,31.152 bình luậ,3313030768710603,/story.php?story_fbid=3313030768710603&id=309972372349806
M-TP,,2020-02-13 20:22:16,🌻🌻🌻 🐡🐡🐡,M-TP và 266K người khác,184K,"3,5K",77K,428,182,32,22.179 bình luậ,3302256066454740,/story.php?story_fbid=3302256066454740&id=309972372349806
M-TP,,2020-01-27 14:03:35,"An old picture sent from my aunt!!! Look at his cheerful face 🤷🏻‍♂️🤷🏻‍♂️🤷🏻‍♂️ I bet that was how I felt when receiving a new gift from someone ... 🌻🌻🌻 Human nature never changes, So far I still grin from ear to ear when holding something new on my hands 😆😆😆",M-TP và 271K người khác,191K,15K,64K,458,142,14,17.737 bình luậ,3263540320326315,/story.php?story_fbid=3263540320326315&id=309972372349806
M-TP,,2020-01-25 01:08:21,"Chúc mừng năm mới 2020 !!!!!!! 🌻🌻🌻 Chúc cho mọi người sẽ có một năm mới tràn ngập hạnh phúc,tràn ngập niềm vui,tràn ngập may mắn trong cuộc sống cũng như trong công việc nhé và đặc biệt là phải có một sức khoẻ thật tốt để vượt qua mọi thử thách,mọi khó khăn đang chờ chúng ta ở phía trước ... Nhớ rằng có sức khoẻ là có tất cả nhaaa ! 🍾🍾🍾 Chúc cho chúng ta sẽ có một năm thật thăng hoaaaaaaaaa !!!!! ❤️❤️❤️ Happy lunar new year￼ !!!!",M-TP và 584K người khác,426K,"4,9K",152K,423,147,44,22.994 bình luậ,3257784687568545,/story.php?story_fbid=3257784687568545&id=309972372349806
M-TP,,2020-01-14 23:10:43,Singing in the house !!!! 🌻🌻🌻Đang hát trong nhà!!!! 🌻🌻🌻 ,M-TP và 312K người khác,199K,"4,9K",107K,686,435,57,22.526 bình luậ,3235409059806108,/story.php?story_fbid=3235409059806108&id=309972372349806
M-TP,,2020-01-13 12:07:42,"Cảm ơn Wechoice đã cho Tùng đi qua hàng ngàn những cảm xúc tuyệt vời đêm qua .... 🌻🌻🌻 Wechoice à ... Hãy luôn giữ vững ngọn lửa nhân văn này,nhân rộng và lan toả ra ngoài xa hội nhé ! Hãy cùng nhau tao nên một cuộc sống tràn ngập ánh sáng của niềm tin và yêu thương .... !!!! ❤️❤️❤️",M-TP và 152K người khác,99K,"2,3K",50K,164,65,9,16.045 bình luậ,3231810273499320,/story.php?story_fbid=3231810273499320&id=309972372349806
M-TP,,2020-01-12 14:34:29,HÀ NỘI đêm qua đẹp quá !!!!! ❤️❤️❤️ 🌻🌻🌻,M-TP và 190K người khác,128K,"2,8K",58K,235,136,17,16.557 bình luậ,3229542563726091,/story.php?story_fbid=3229542563726091&id=309972372349806
M-TP,,2020-01-11 14:56:41,Một câu chuyện tích cực và tràn đầy cảm hứng có thể thay đổi được hàng ngàn cuộc sống tiêu cực ngoài kia .... 🌻🌻🌻 #wechoice2019,M-TP và 86K người khác,59K,"1,6K",24K,91,67,11,7.445 bình luậ,3227032403977107,/story.php?story_fbid=3227032403977107&id=309972372349806
M-TP,,2020-01-07 19:09:05,What time are we going to school tomorrow morning ??? 😂😂😂 Really wanna go back in time when looking at this picture !!! 😆😆😆Sáng mai mấy giờ chúng ta đi học ??? 😂😂😂 Thật sự muốn quay ngược thời gian khi nhìn vào bức ảnh này !!! 😆😆😆,M-TP và 303K người khác,219K,11K,71K,462,336,52,24.850 bình luậ,3218069944873353,/story.php?story_fbid=3218069944873353&id=309972372349806
M-TP,,2020-01-05 13:31:12,Đà Nẵng đêm qua không thể tuyệt vời hơnnnnn 🙏🙏🙏 Chân thành cảm ơnnnnn 💋💋💋,M-TP và 243K người khác,164K,"4,5K",73K,371,178,19,19.402 bình luậ,3212746845405663,/story.php?story_fbid=3212746845405663&id=309972372349806
M-TP,,2020-01-01 13:05:00,2020 ..... !!!! 🌻🌻🌻 Một đêm tuyệt vời ... Cảm ơn Sài Gòn đã luôn yêu thương tấm thân nhỏ bé này ...... 🍾🍾🍾 Chúc mừng năm mới nhé bà con ơiiiiii !!! 🥂🥂🥂,M-TP và 214K người khác,146K,"3,3K",63K,185,97,19,16.776 bình luậ,3203237499689931,/story.php?story_fbid=3203237499689931&id=309972372349806
M-TP,,2019-12-29 12:53:04,Hải Phòng .... 🌻🌻🌻 Cảm ơn vì đã cùng Tùng đốt cháy mùa đông đêm quaaaaaaa .... 🙏🙏🙏,M-TP và 172K người khác,114K,"2,9K",54K,205,123,14,15.534 bình luậ,3195724613774553,/story.php?story_fbid=3195724613774553&id=309972372349806
M-TP,,2019-12-28 12:39:32,Let’s take a look back at a few beautiful moments at the Cuc Im Lang exhibition last night....!! The atmosphere of the exhibition was so marvelous and￼ brought me a lot of different magical emotions I want to say thanks to Cong Tri for inviting me  🙏🙏🙏Cùng xem lại vài khoảnh khắc đẹp tại triển lãm Cúc Im Lang tối qua nhé....!! Bầu không khí của triển lãm thật tuyệt vời và￼ mang đến cho tôi rất nhiều cảm xúc kỳ diệu khác nhau Tôi muốn gửi lời cảm ơn đến Công Trí vì đã mời tôi 🙏🙏🙏 ,M-TP và 137K người khác,94K,"2,3K",39K,156,50,7,12.090 bình luậ,3193394777340870,/story.php?story_fbid=3193394777340870&id=309972372349806
M-TP,,2019-12-25 12:27:44,My Christmas last night !!!!!! 🌻🌻🌻 I hope that the people who received my gifts will keep them carefully￼ and show me if we have a chance to meet again in the near future ... !!! I always treasure every￼ moment when I’m with you guys￼ ... Remember that you guys are one of the greatest motivations in my life to make me move forward tirelessly￼￼ .....  🙏🙏🙏 Love you !!! 💋💋💋Giáng sinh của tôi tối qua !!!!!  🌻🌻🌻  Mong rằng những người nhận được quà của tôi sẽ giữ cẩn thận￼ và cho tôi xem nếu chúng ta có cơ hội gặp lại nhau trong tương lai gần...!!! Tôi luôn trân trọng khoảnh khắc khi tôi ở bên các bạn￼..  Hãy nhớ rằng các bạn là một trong những động lực lớn nhất trong cuộc đời tôi để làm cho tôi tiến về phía trước không mệt mỏi..... 🙏🙏🙏 Yêu các bạn!!  💋💋💋 ,M-TP và 316K người khác,216K,"6,8K",93K,532,237,42,22.324 bình luậ,3186332374713777,/story.php?story_fbid=3186332374713777&id=309972372349806
M-TP,,2019-12-23 12:07:26,"There was a boy in green who arrived in Can Tho last night￼  😂😂😂 Thanks for coming and showing me how much you guys love me 🌻🌻🌻 Our love for each other is always like the first day￼ , right ???? ❤️❤️❤️Có một cậu bé màu xanh lá cây đã đến Cần Thơ đêm qua 😂😂😂 Cảm ơn vì đã đến và cho tôi thấy các bạn yêu tôi nhiều đến nhường nào 🌻🌻🌻 Tình yêu của chúng ta dành cho nhau lúc nào cũng như ngày￼ đầu tiên, phải không???? ❤️❤️❤️",M-TP và 205K người khác,138K,"4,3K",62K,251,154,21,19.828 bình luậ,3181568611856820,/story.php?story_fbid=3181568611856820&id=309972372349806
M-TP,,2019-12-18 13:30:35,Một ngày thật sự tuyệt vời !!!! Xin được lưu lại kế hoạch trong năm 2020 của Sơn Tùng M-TP đồng thời của công ty M-TP entertainment ở đây ... Hãy cùng nhau nhìn lại để nhớ và chuẩn bị mở từng gói quà nhé đại gia đình của tôi .... ! 🌻🌻🌻 - Mạng xã hội SKY SOCIAL - Khai trương quán Cafe M-TP and Friends - Phát hành album CHÚNG TA - 3 bài hát sẽ được ra mắt lần lượt với 3 thể loại nhạc khác nhau hoàn toàn ( sẽ cố gắng nhiều hơn con số đó ) - Tổ chức SKY TOUR 2020 - Ra mắt thương hiệu thời trang PLUSEIGHTYFOUR  - Tổ chức M-TP Year End Concert 🍾🍾🍾 Cùng nhau viết lên thật nhiều những kỉ niệm đẹp trong tương lai nào .... ❤️❤️❤️ I LOVE YOU,M-TP và 255K người khác,178K,"3,8K",71K,716,113,47,25.082 bình luậ,3170064353007246,/story.php?story_fbid=3170064353007246&id=309972372349806
M-TP,,2019-12-16 20:00:06,"AI LÀ ""NGON SỐ 1"" NÀO??? 💋💋💋 Cùng Sơn Tùng M-TP “quẩy tung vỉ” với vũ đạo “cuốn rau thêm thịt” ngay nhé!! 🥩🥩🥩  #SonTungMTP #Anhlangonso1  #GoGiHouse #Ngonso1 #GoGiNgonso1",M-TP và 160K người khác,111K,10K,38K,312,134,39,12.845 bình luậ,3165888413424840,/story.php?story_fbid=3165888413424840&id=309972372349806
M-TP,,2019-12-16 13:13:50,Đêm qua âu vờ laiiiiiiiiii Quá tuyệt vờiiiiiiiiiiiiiiiiiiii SAI GON is always sexy￼ in its way !!!!! 💋💋💋,M-TP và 244K người khác,170K,"5,6K",68K,391,218,34,20.415 bình luậ,3165323160148032,/story.php?story_fbid=3165323160148032&id=309972372349806
M-TP,,2019-12-15 13:26:52,Một đêm tuyệt vời !!!!!! Cảm ơn rất nhìuuuuuuuuu 🌻🌻🌻,M-TP và 150K người khác,101K,"2,7K",46K,159,97,20,15.683 bình luậ,3162976767049338,/story.php?story_fbid=3162976767049338&id=309972372349806
M-TP,,2019-12-15 00:00:08,"Cho dù bạn là ai, cho dù bạn ở đâu, gia đình sẽ luôn là nguồn động lực quý giá, luôn tin tưởng và ủng hộ bạn. Tết này về nhà cùng OPPO với Tùng nhé! Về nhà, về với những tình cảm luôn dõi theo ta. #venhacungOPPO",M-TP và 179K người khác,124K,"4,6K",50K,197,310,25,11.646 bình luậ,3160448197302195,/story.php?story_fbid=3160448197302195&id=309972372349806
M-TP,,2019-12-12 20:00:09,Nguồn động lực luôn thôi thúc bạn cố gắng mỗi ngày là gì? Có khi nào bạn nhìn lại chặng đường đã qua đầy hối tiếc hay không? Hãy cùng chờ đón sự kết hợp mới nhất giữa OPPO và Sơn Tùng M-TP để giải đáp những câu hỏi này nhé.,M-TP và 140K người khác,91K,"2,9K",45K,277,175,17,14.760 bình luậ,3156049824408699,/story.php?story_fbid=3156049824408699&id=309972372349806
M-TP,,2019-12-11 11:03:47,"Chào tất cả mọi người ! Tùng muốn chia sẻ với mọi người rằng ngày 18/12 sắp tới sẽ là ngày M-TP Entertainment tổ chức họp báo công bố chiến lược phát triển của công ty, cũng như kế hoạch ra mắt sản phẩm mới của Sơn Tùng M-TP trong năm 2020. Sự kiện họp báo này sẽ được livestream trên fanpage M-TP Entertainment và kênh YouTube Sơn Tùng M-TP official .... Mọi người cùng đón chờ và theo dõi sự kiện này nhé!!! 🥂🥂🥂 ❤❤❤ Love you so much .... #sontungmtp #mtpentertainment",M-TP và 128K người khác,94K,"1,8K",29K,"2,8K",77,12,12.243 bình luậ,3153276598019355,/story.php?story_fbid=3153276598019355&id=309972372349806
M-TP,,2019-12-02 21:02:02,Singing in the rain￼ !!! 🌻🌻🌻Đang hát trong mưa!!! 🌻🌻🌻 ,M-TP và 630K người khác,391K,9K,226K,"1,5K","2,4K",119,44.265 bình luậ,3131631420183873,/story.php?story_fbid=3131631420183873&id=309972372349806
M-TP,,2019-11-29 20:28:59,Hi vọng rằng đây sẽ là một sự hợp tác đầy thú vị giữa M-TP Entertainment và luxstay ... Cũng là cơ hội để giúp cho giấc mơ của những người Việt được bay cao và bay xa hơn .... 🌻🌻🌻 🍾🍾🍾 🥂🥂🥂,Trường Sơn và 240K người khác,171K,"4,4K",63K,921,107,32,27.067 bình luậ,3123906710956344,/story.php?story_fbid=3123906710956344&id=309972372349806
M-TP,,2019-11-25 20:41:12,25/11/2019 Chúc mừng sinh nhật đại gia đình SKY của Tùnnnn ❤️❤️❤️ Ngày xưa thì nói rằng đã yêu thì không cần phải nói ra nhưng giờ chợt nhận ra mình nên nói những lời yêu thương với nhau thật nhiều thật nhiềuuuuuuu Vì đâu biết ngày mai sẽ ra saoooo ??? 🌻🌻🌻 Chỉ mong rằng ngày nào còn ở bên nhau thì sẽ là những ngày tuyệt vời nhất trong quãng đời tuổi trẻ của chúng ta ....... !!!!!! 🥂🥂🥂 Hãy cùng nhau viết lên thật nhiều những kỉ niệm tuyệt vời nhé ..... 🤝🤝🤝 Mãi yêuuuuuuu !!!!! 🙏🙏🙏 Once again￼ ... Happy birthday to my sky￼ !!!! 🍾🍾🍾,M-TP và 377K người khác,256K,12K,108K,501,308,191,29.774 bình luậ,3114042771942738,/story.php?story_fbid=3114042771942738&id=309972372349806
M-TP,,2019-11-24 13:43:11,Đêm quaaaaa .... Tuyệt vờiiiiiii 🍾🍾🍾,M-TP và 135K người khác,90K,"2,7K",41K,191,71,19,16.918 bình luậ,3110649495615399,/story.php?story_fbid=3110649495615399&id=309972372349806
M-TP,,2019-11-22 20:00:04,"Sau 1 tuần ra mắt, Tùng vô cùng hạnh phúc khi trò chơi âm nhạc TAPTAP: SƠN TÙNG M-TP vẫn luôn nhận được sự yêu thương tuyệt vời từ mọi người ❤️❤️❤️ Cảm ơn cả nhà rất rất nhiềuuuuuuuuu...!!! 💋💋💋 Tiếp tục chơi TAPTAP: SƠN TÙNG M-TP ngay nào!!! 💪 Tải TAPTAP: SƠN TÙNG M-TP tại 👇 🎶 App Store: https://apple.co/2O7fpxB 🎶 Google Play: http://bit.ly/2KjoRg6 #SonTungMTP #MTPEntertainment #TapTapSonTungMTP",Nguyễn Arafat và 147K người khác,102K,4K,41K,169,86,33,15.055 bình luậ,3105974656082883,/story.php?story_fbid=3105974656082883&id=309972372349806
M-TP,,2019-11-17 20:51:45,🌻🌻🌻 📷📷📷 Guess where I was !!,M-TP và 168K người khác,108K,"9,1K",50K,416,178,46,20.880 bình luậ,3094519053895110,/story.php?story_fbid=3094519053895110&id=309972372349806
M-TP,,2019-11-15 13:15:06,Đêm quaaa tuyệt vờiiiiiiii 🍾🍾🍾,M-TP và 166K người khác,118K,"3,8K",44K,221,86,29,18.114 bình luậ,3088906574456358,/story.php?story_fbid=3088906574456358&id=309972372349806
M-TP,,2019-11-14 15:31:15,Đừng quên chúng ta có hẹn chơi game TAPTAP: SON TUNG M-TP cùng nhau vào ngày 16/11 đến nhé mọi người ơi…!!! 💋💋💋 TAPTAP: SON TUNG M-TP sẽ được phát hành trên cả 2 nền tảng App Store và Google Play nhé!!! 🎶 #SonTungMTP #MTPEntertainment #TapTapSonTungMTP,M-TP và 134K người khác,91K,"4,6K",38K,258,94,30,14.128 bình luậ,3086695834677432,/story.php?story_fbid=3086695834677432&id=309972372349806
M-TP,,2019-11-12 20:00:17,"Hello cả nhà thương yêu…, Mọi người vẫn nghe nhạc của Sơn Tùng M-TP đều đều đấy chứ??? 🎶 Vừa nghe nhạc này, vừa xem MV này, mà còn được chơi game trên nền những ca khúc của Tùng thì còn gì tuyệt vời hơn, phải không nào?!?! ✨ Vậy thì cùng đón chờ game âm nhạc TAPTAP: SON TUNG M-TP trên cả App Store và Google Play vào ngày 16/11 tới nhé!!!!!!!!!  Love youuuuuuuuuuuu…!!! 💋💋💋 #SonTungMTP #MTPEntertainment #TapTapSonTungMTP",M-TP và 88K người khác,60K,3K,24K,483,51,17,12.657 bình luậ,3082261155120900,/story.php?story_fbid=3082261155120900&id=309972372349806
M-TP,,2019-11-11 11:40:46,Lại một đêm rực cháyyyyyyyyy 🍾🍾🍾🍾🍾🍾🍾 🐿🐿🐿,M-TP và 132K người khác,90K,"2,7K",39K,178,73,22,17.348 bình luậ,3078895565457459,/story.php?story_fbid=3078895565457459&id=309972372349806
M-TP,,2019-11-10 12:04:30,What an amazing night￼ !!!!! Let’s see the most memorable moments last night￼ 🍾🍾🍾,M-TP và 252K người khác,176K,"4,1K",71K,616,166,36,25.800 bình luậ,3076227332390949,/story.php?story_fbid=3076227332390949&id=309972372349806
M-TP,,2019-11-09 20:00:22,Đừng quên cuộc hẹn với Tùng tại Lazada Supershow Yêu Sale Đậm vào ngày 10/11 đến nhé!!! ✨ Sẽ có vô vàn những vouchers giá trị đang chờ đón bạn tại sự kiện lần này!👏 Sự kiện sẽ được livestream trên ứng dụng Lazada tại https://lzd.co/sontungsupershow1011  Đừng quên tải ứng dụng Lazada để xem buổi livestream Supershow và săn deal trong ngày Yêu Sale Đậm 11.11 nhé! Hẹn gặp tất cả mọi người tại Lazada Supershowwww!!! 💋💋💋,Nguyễn Arafat và 59K người khác,40K,"1,8K",16K,118,63,8,8.043 bình luậ,3074167505930265,/story.php?story_fbid=3074167505930265&id=309972372349806
M-TP,,2019-11-08 12:48:46,"M-TP ... !!! We have been together for 3 years , The journey is neither too long nor too short but it’s enough to understand each other and love the spirit of the company ..... Trust me ... Once you decide to work here that decision is always the best one ....  A place like a second home , a place where contains a lot of love and emotion .... No selfishness... No jealousy ....  That’s why that place is outstanding and different from other places ... Each face in these 2 pictures has left me with many wonderful things, I will keep those forever... Even though nothing is forever and￼ We don’t know what will happen tomorrow BUT As long as we are still together,those days will be the greatest days !!!! Thanks for becoming a part of my life ...  Cảm ơn vì đã là một phần trong cuộc sống của tôi !!! M-TP trong trái tim tất cả các bạn là gì ???? Còn M-TP trong tôi là tất cả các bạn !!!! Let’s celebrate the 3rd anniversary of the founding of M-TP Entertainment .... !!! #MTPentertainment 🍾🍾🍾",M-TP và 180K người khác,133K,"2,8K",43K,187,61,15,16.410 bình luậ,3071286186218397,/story.php?story_fbid=3071286186218397&id=309972372349806
M-TP,,2019-11-07 18:19:31,Please allow me to announce that ..A special day of my company (M-TP Entertainment) is coming .... You don’t know how meaningful that day is to me I’m really extremely happy nowwwww 🍾🍾🍾🍾Xin cho phép mình thông báp ..Một ngày đặc biệt của công ty của mình (M-TP Entertainment) sắp đến .... Các bạn không thể biết được ngày đó có ý nghĩa với mình như thế nào đâu Bây giờ mình quá vui luôn 🍾🍾🍾🍾,M-TP và 117K người khác,73K,"6,4K",38K,200,123,25,19.202 bình luậ,3069401523073530,/story.php?story_fbid=3069401523073530&id=309972372349806
M-TP,,2019-11-03 14:29:51,Đêm quaaaaaa .... Cảm ơn Hà Nội !!!!! ❤️❤️❤️,M-TP và 179K người khác,125K,4K,49K,259,115,31,25.573 bình luậ,3060014347345581,/story.php?story_fbid=3060014347345581&id=309972372349806
M-TP,,2019-10-27 14:12:30,🍾🍾🍾 Hà Nội đêm quaaaaaaa !!!! 🤝🤝🤝,M-TP và 338K người khác,249K,"6,3K",81K,719,268,52,35.126 bình luậ,3043788965634786,/story.php?story_fbid=3043788965634786&id=309972372349806
M-TP,,2019-10-17 19:58:03,Đêm qua với sân khấu vô cùng ấn tượng tại Sự kiện ra mắt Reno2 | Reno2 F của OPPO  ❤️❤️❤️ Nhanh tay sở hữu ngay Reno2 cùng Tùng nhé mọi người ơiiiiiii 💋💋💋  http://bit.ly/OPPOReno2Series_Preorder #Reno2 #Reno2F #4Camera #ĐaChiềuSángTạo,M-TP và 152K người khác,103K,"3,2K",45K,231,83,25,29.204 bình luậ,3019298651417151,/story.php?story_fbid=3019298651417151&id=309972372349806
M-TP,,2019-10-07 14:49:24,Last night !!!!!! 🍾🍾🍾 🥂🥂🥂,M-TP và 171K người khác,120K,4K,46K,260,126,27,23.925 bình luậ,2996397310373952,/story.php?story_fbid=2996397310373952&id=309972372349806
M-TP,,2019-10-06 22:40:14,Gụt láiiiiii !!!!! 🌘🌘🌘,M-TP và 475K người khác,360K,18K,94K,831,762,200,32.305 bình luậ,2994757357204614,/story.php?story_fbid=2994757357204614&id=309972372349806
M-TP,,2019-10-06 11:46:02,Đêm quaaaaaaaaaa ❤️❤️❤️,M-TP và 168K người khác,114K,4K,49K,304,135,29,20.294 bình luậ,2993608443986172,/story.php?story_fbid=2993608443986172&id=309972372349806
M-TP,,2019-10-06 00:00:03,Các Sky có nhận ra mình trong chiếc video này khôngggg? Hòa vào không khí Party sôi động với Sơn Tùng M-TP và OPPO Reno2 Series để sáng tạo ra câu chuyện cho chính mình nhé!!!! #Reno2 #Reno2F #4camera #ĐaChiềuSángTạo,M-TP và 126K người khác,89K,"5,3K",31K,250,95,26,12.316 bình luậ,2992357844111232,/story.php?story_fbid=2992357844111232&id=309972372349806
M-TP,,2019-10-03 20:31:30,Muốn thành công thì phải có sự chuẩn bị. Và sự chuẩn bị của Tùng bắt đầu từ một đêm ngon giấc. 🙏 Hãy cùng xem bí quyết của Tùng là gì nhé!!! 😎 #SonTungMTP #MTPEntertainment #OTiV,M-TP và 266K người khác,183K,33K,47K,788,443,80,23.247 bình luậ,2987289191284764,/story.php?story_fbid=2987289191284764&id=309972372349806
M-TP,,2019-09-30 14:32:15,Hà Nội luôn tuyệt vời !!!!!! ❤️❤️❤️ 🍾🍾🍾 Chân thành cảm ơn ......,M-TP và 156K người khác,107K,"3,1K",46K,184,141,25,21.611 bình luậ,2980529898627360,/story.php?story_fbid=2980529898627360&id=309972372349806
M-TP,,2019-09-22 11:33:11,"Just need to step through this magical door, we can go wherever we want 🤫🤫🤫 😆😆😆 Eventually, I could turn around time to visit my best friends...  #japan #doraemon #nobitaChỉ cần bước qua cánh cửa kỳ diệu này, chúng ta có thể đi bất cứ nơi nào chúng ta muốn  🤫🤫🤫  😆😆😆  Cuối cùng, tôi đã có thể quay ngược thời gian để ghé thăm những người bạn thân nhất của mình... #japan #doraemon #nobita",Trường Sơn và 247K người khác,173K,10K,62K,465,154,36,29.016 bình luậ,2963211300359220,/story.php?story_fbid=2963211300359220&id=309972372349806
M-TP,,2019-09-19 12:03:50,🤫🤫🤫 😉😉😉 #RUNNOW,Nguyen Le Tuong Vi và 218K người khác,154K,"8,4K",53K,"1,5K",257,46,21.171 bình luậ,2956821090998241,/story.php?story_fbid=2956821090998241&id=309972372349806
M-TP,,2019-09-16 15:31:31,いい天気でよかった！ 📷📷📷,Nguyen Le Tuong Vi và 158K người khác,104K,5K,48K,433,120,30,18.509 bình luậ,2951088828238134,/story.php?story_fbid=2951088828238134&id=309972372349806
M-TP,,2019-09-13 19:04:12,🤫🤫🤫 Please be quiet !!!!🤫‌🤫‌🤫‌ Xin hãy im lặng !!!!,Trường Sơn và 281K người khác,208K,"7,5K",65K,633,231,61,26.067 bình luậ,2945225012157849,/story.php?story_fbid=2945225012157849&id=309972372349806
M-TP,,2019-09-04 10:00:00,"Sky ơi!!!!!! Thông báo hết sức quan trọng!!!! Tùng sẽ xuất hiện tại Lễ hội âm nhạc FWD Music Fest  #Sốngđầy2019 tối 26/10 tại SVĐ Mỹ Đình. Sân khấu hoành tráng, âm thanh khủng, Tùng nôn nóng mong sớm được “bùng nổ” với Sky thủ đô! Vì vậy, 200 vé mời sẽ được dành tặng 200 Sky có nhiều “like” nhất khi share post này ở chế độ công khai , hashtag #FWDMusicFest #Sốngđầytừhômnay. Đừng quên 18:00, 26/10 SVĐ Mỹ Đình, Sky nhé! Xem thêm tại www.fwd.com.vn/LeHoiAmNhac2019 #FWDbảohiểm",Nguyễn Arafat và 86K người khác,63K,"2,6K",20K,353,303,23,14.924 bình luậ,2909179895762361,/story.php?story_fbid=2909179895762361&id=309972372349806
M-TP,,2019-08-30 20:00:00,"""Các Sky đã đặt GoViet để được trúng vàng chưa? 💰💰💰💰💰 GoViet mừng sinh nhật lớn thật, tặng hẳn 9 cây vàng 9999 và cả ngàn quà tặng khác. Để tham gia cũng quá dễ, chỉ cần canh đúng khung giờ vàng 14h-16h để đặt đủ 2 chuyến GoBike hoặc 2 order GoFood là đã có cơ hội rồi!  Tùng chờ các Sky điểm danh nhận giải nha - https://g-v.vn/GoViet01Tuoi #GoViet01Tuoi #TrungVangCungGoViet""",44K,29K,"2,6K",12K,77,46,9,10.302 bình luậ,2917181948295489,/story.php?story_fbid=2917181948295489&id=309972372349806
"M-TP,Woody",Woody,2019-08-28 19:50:02,"Welcome to M-TP Entertainment, my dear friend!!! ❤️ We had a good time ⭐️ See you soon ✨ #SonTungMTP #Woody #MTPEntertainmentChào mừng đến với M-TP Entertainment, bạn của tôi!!! ❤️‌ Chúng tôi đã có một khoảng thời gian tuyệt vời ⭐‌ Hẹn sớm gặp lại bạn ✨‌ #SonTungMTP #Woody #MTPEntertainmentบุกส่องซุปตาร์ร้อยล้านวิว “เซิน ตุง”  M-TP เพื่อนใหม่วอดอคนนี้บอกเลยไม่ธรรมดา . #WoodyFriendRequest",M-TP và 65K người khác,44K,"3,5K",17K,224,27,13,10.594 bình luậ,2915182881828729,/story.php?story_fbid=2915182881828729&id=309972372349806
M-TP,,2019-08-27 19:39:28,🌻🌻🌻🌻🌻🌻 Trượt trượt trượtttttttt !!!!,M-TP và 140K người khác,88K,11K,40K,269,171,38,20.336 bình luậ,2911660668847617,/story.php?story_fbid=2911660668847617&id=309972372349806
M-TP,,2019-08-27 14:08:09,🌻🌻🌻,184K,132K,"6,5K",45K,356,140,41,22.364 bình luậ,2911133742233643,/story.php?story_fbid=2911133742233643&id=309972372349806
M-TP,,2019-08-24 19:10:33,🏆🏆🏆 🐅🐅🐅 Chả mấy khiiiiiiiii ... !!! #relaxingtime,M-TP và 153K người khác,96K,17K,38K,549,170,48,25.363 bình luậ,2905377109475973,/story.php?story_fbid=2905377109475973&id=309972372349806
M-TP,,2019-08-21 22:19:35,Gụt làiiiiiii .... 💋💋💋,M-TP và 191K người khác,118K,11K,59K,528,429,139,29.749 bình luậ,2899425310071153,/story.php?story_fbid=2899425310071153&id=309972372349806
M-TP,,2019-08-19 21:35:15,💋💋💋,M-TP và 226K người khác,166K,"4,7K",54K,369,131,35,27.497 bình luậ,2895226333824384,/story.php?story_fbid=2895226333824384&id=309972372349806
